query,level,implicit_keywords,hard_constraints,req_flight,req_car,req_hotel,req_attraction,cities_count,implicit_keywords_count,balance,impossible,total_score
"Please assist with a round trip travel plan from London to Salvador for elderly travelers and luxury travelers and road trip. We are 4 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 8800 USD. It would be amazing to visit Wonder Salvador Park if possible.",medium,"['elderly travelers', 'luxury travelers', 'road trip']","{'person_num': 4, 'budget': '8800', 'days': 3}","{'departure_city': 'London', 'arrival_city': ['Salvador'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': 'Wonder Salvador Park'},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'luxury travelers', 'road trip']}",0.0,1.0,6
"Looking to arrange a round trip break for 2 travelers from Yangon to Guadalajara for foodie and nightlife enthusiast and fast-Paced budget travel. We'll stay 3 days, need 1 hotel room(s), and our collective budget is 9700 USD. Could you arrange a Cabriolet for us in Guadalajara? It should seat 2 people, about 153 USD per day.",medium,"['foodie', 'nightlife enthusiast', 'fast-Paced budget travel']","{'person_num': 2, 'budget': '9700', 'days': 3}","{'departure_city': 'Yangon', 'arrival_city': ['Guadalajara'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '153', 'car_type': 'Cabriolet', 'capacity': '2'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'nightlife enthusiast', 'fast-Paced budget travel']}",0.0,1.0,6
"Help me organize a trip from Louisville to Yantai for with children and couples trip and photography. I'll be 1 in total, want to stay 3 days, need 1 hotel room(s), and are looking for a round trip flight. I'd like to keep expenses under 7800 USD. By the way, I'm hoping for something like Ultra Yantai Palace with a special experience.",medium,"['with children', 'couples trip', 'photography']","{'person_num': 1, 'budget': '7800', 'days': 3}","{'departure_city': 'Louisville', 'arrival_city': ['Yantai'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Ultra Yantai Palace', 'price': '', 'star': '', 'rating': '1.2', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'couples trip', 'photography']}",0.0,1.0,6
"I'm dreaming of a round trip escape for 4 travelers from Newark to Tallinn for foodie and couples trip and disabled traveler. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 10000 USD. By the way, I'm hoping for something like Legendary Tallinn Suites with a special experience.",medium,"['foodie', 'couples trip', 'disabled traveler']","{'person_num': 4, 'budget': '10000', 'days': 3}","{'departure_city': 'Newark', 'arrival_city': ['Tallinn'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Legendary Tallinn Suites', 'price': '', 'star': '', 'rating': '2.7', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'couples trip', 'disabled traveler']}",0.0,1.0,6
"I'm planning ahead for a round trip adventure for 4 travelers from Oakland to Gdańsk for elderly travelers and road trip and business travelers. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 7900 USD. By the way, I'm hoping for something like Wonder Gdańsk Inn with a special experience.",medium,"['elderly travelers', 'road trip', 'business travelers']","{'person_num': 4, 'budget': '7900', 'days': 3}","{'departure_city': 'Oakland', 'arrival_city': ['Gdańsk'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Wonder Gdańsk Inn', 'price': '', 'star': '', 'rating': '3.7', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'road trip', 'business travelers']}",0.0,1.0,6
"I'm thinking about a round trip excursion from Gdańsk to Guatemala for luxury travelers and road trip and couples trip. I'll stay 3 days, need 1 hotel room(s), and my budget is 8200 USD. By the way, I'm hoping for something like Ancient Guatemala Hotel with a special experience.",medium,"['luxury travelers', 'road trip', 'couples trip']","{'person_num': 1, 'budget': '8200', 'days': 3}","{'departure_city': 'Gdańsk', 'arrival_city': ['Guatemala'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Ancient Guatemala Hotel', 'price': '', 'star': '', 'rating': '4.3', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'road trip', 'couples trip']}",0.0,1.0,6
"I'm looking into a round trip vacation from Macau to Nairobi for disabled traveler and luxury travelers and road trip. I'll stay 3 days, need 3 hotel room(s), and my budget is 7900 USD. Could you arrange a Spaceship for us in Nairobi? It should seat 5 people, about 198 USD per day.",medium,"['disabled traveler', 'luxury travelers', 'road trip']","{'person_num': 5, 'budget': '7900', 'days': 3}","{'departure_city': 'Macau', 'arrival_city': ['Nairobi'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '198', 'car_type': 'Spaceship', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['disabled traveler', 'luxury travelers', 'road trip']}",0.0,1.0,6
"Need guidance for a round trip expedition from Singapore to Cincinnati for luxury travelers and disabled traveler and with children. I'll stay 3 days, need 1 hotel room(s), and my budget is 9100 USD. By the way, I'm hoping for something like Future Cincinnati Hotel with a special experience.",medium,"['luxury travelers', 'disabled traveler', 'with children']","{'person_num': 1, 'budget': '9100', 'days': 3}","{'departure_city': 'Singapore', 'arrival_city': ['Cincinnati'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Future Cincinnati Hotel', 'price': '', 'star': '', 'rating': '2.6', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'disabled traveler', 'with children']}",0.0,1.0,6
"Seeking your help for a round trip outing from Rio De Janeiro to Lagos for road trip and photography and foodie. We are 3 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 9200 USD. It would be amazing to visit Ancient Lagos Bridge if possible.",medium,"['road trip', 'photography', 'foodie']","{'person_num': 3, 'budget': '9200', 'days': 3}","{'departure_city': 'Rio De Janeiro', 'arrival_city': ['Lagos'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': 'Ancient Lagos Bridge'},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'photography', 'foodie']}",0.0,1.0,6
I'm planning a round trip trip from Santiago to Bandar Seri Begawan for elderly travelers and with pets and with children. We are 2 travelers and we'll stay for 3 days and need 1 hotel room(s). Hoping to keep the cost within 9400 USD. It would be amazing to visit Superb Bandar Seri Begawan Museum if possible.,medium,"['elderly travelers', 'with pets', 'with children']","{'person_num': 2, 'budget': '9400', 'days': 3}","{'departure_city': 'Santiago', 'arrival_city': ['Bandar Seri Begawan'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': 'Superb Bandar Seri Begawan Museum'},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'with pets', 'with children']}",0.0,1.0,6
"Interested in a round trip journey for 1 travelers from Kunming to Sacramento for couples trip and elderly travelers and with children. I'll stay 3 days, need 1 hotel room(s), and my collective budget is 8400 USD. It would be amazing to visit Wonder Sacramento Park if possible.",medium,"['couples trip', 'elderly travelers', 'with children']","{'person_num': 1, 'budget': '8400', 'days': 3}","{'departure_city': 'Kunming', 'arrival_city': ['Sacramento'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': 'Wonder Sacramento Park'},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'elderly travelers', 'with children']}",0.0,1.0,6
"Could you plan a round trip expedition for 4 travelers from Karachi to Mombasa for business travelers and foodie and road trip. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 8200 USD. By the way, I'm hoping for something like Wonder Mombasa Inn with a special experience.",medium,"['business travelers', 'foodie', 'road trip']","{'person_num': 4, 'budget': '8200', 'days': 3}","{'departure_city': 'Karachi', 'arrival_city': ['Mombasa'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Wonder Mombasa Inn', 'price': '', 'star': '', 'rating': '3.6', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['business travelers', 'foodie', 'road trip']}",0.0,1.0,6
"I'm planning ahead for a round trip adventure for 1 travelers from Matoury to Osaka for with pets and road trip and photography. I'll stay 3 days, need 1 hotel room(s), and my collective budget is 9600 USD. It would be amazing to visit Legendary Osaka Gallery if possible.",medium,"['with pets', 'road trip', 'photography']","{'person_num': 1, 'budget': '9600', 'days': 3}","{'departure_city': 'Matoury', 'arrival_city': ['Osaka'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': 'Legendary Osaka Gallery'},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with pets', 'road trip', 'photography']}",0.0,1.0,6
"I'm dreaming of a round trip escape for 4 travelers from Muscat to Lagos for luxury travelers and photography and road trip. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 7100 USD. It would be amazing to visit Future Lagos Center if possible.",medium,"['luxury travelers', 'photography', 'road trip']","{'person_num': 4, 'budget': '7100', 'days': 3}","{'departure_city': 'Muscat', 'arrival_city': ['Lagos'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': 'Future Lagos Center'},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'photography', 'road trip']}",0.0,1.0,6
"Looking for help planning a round trip jaunt for 1 travelers from Palma de Mallorca to Bodrum for fast-Paced budget travel and nightlife enthusiast and couples trip. I'll stay 3 days, need 1 hotel room(s), and my collective budget is 8800 USD. Could you arrange a Pickup for me in Bodrum? It should seat 1 people, about 184 USD per day.",medium,"['fast-Paced budget travel', 'nightlife enthusiast', 'couples trip']","{'person_num': 1, 'budget': '8800', 'days': 3}","{'departure_city': 'Palma de Mallorca', 'arrival_city': ['Bodrum'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '184', 'car_type': 'Pickup', 'capacity': '1'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['fast-Paced budget travel', 'nightlife enthusiast', 'couples trip']}",0.0,1.0,6
"I am traveling from Puerto Vallarta to Guiyang for photography and couples trip and with children. I want to stay for 3 days and need 1 hotel room(s). Looking for a round trip flight, ideally not over 9200 USD. Could you arrange a Pickup for us in Guiyang? It should seat 2 people, about 155 USD per day.",medium,"['photography', 'couples trip', 'with children']","{'person_num': 2, 'budget': '9200', 'days': 3}","{'departure_city': 'Puerto Vallarta', 'arrival_city': ['Guiyang'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '155', 'car_type': 'Pickup', 'capacity': '2'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['photography', 'couples trip', 'with children']}",0.0,1.0,6
"Looking to arrange a round trip break for 3 travelers from Ibiza to Rhône for foodie and road trip and business travelers. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 7200 USD. Could you arrange a DuneBuggy for us in Rhône? It should seat 3 people, about 130 USD per day.",medium,"['foodie', 'road trip', 'business travelers']","{'person_num': 3, 'budget': '7200', 'days': 3}","{'departure_city': 'Ibiza', 'arrival_city': ['Rhône'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '130', 'car_type': 'DuneBuggy', 'capacity': '3'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'road trip', 'business travelers']}",0.0,1.0,6
"Help me set up a round trip itinerary from Milwaukee to Ujung Pandang for photography and luxury travelers and elderly travelers. We are 3 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 8800 USD. By the way, I'm hoping for something like Future Ujung Pandang Hotel with a special experience.",medium,"['photography', 'luxury travelers', 'elderly travelers']","{'person_num': 3, 'budget': '8800', 'days': 3}","{'departure_city': 'Milwaukee', 'arrival_city': ['Ujung Pandang'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Future Ujung Pandang Hotel', 'price': '', 'star': '', 'rating': '4.2', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 3, 'implicit_keyword': ['photography', 'luxury travelers', 'elderly travelers']}",0.0,1.0,6
"Please assist with a one way travel plan for 2 travelers from San Francisco to London. We'll stay 3 days, need 1 hotel room(s), and our collective budget is  2000 USD",easy,[],"{'person_num': 2, 'budget': 2000, 'days': 3}","{'departure_city': 'San Francisco', 'arrival_city': ['London'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm considering a one way getaway from Firenze to Paris. I'll stay 3 days, need 1 hotel room(s), and my budget is  600 USD",easy,[],"{'person_num': 1, 'budget': 600, 'days': 3}","{'departure_city': 'Firenze', 'arrival_city': ['Paris'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"We are 5 travelers. Seeking your help for a one way outing from Catania to Greater Manchester. I'll stay 3 days, need 3 hotel room(s), and my budget is  2900 USD",easy,[],"{'person_num': 5, 'budget': 2900, 'days': 3}","{'departure_city': 'Catania', 'arrival_city': ['Greater Manchester'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 3}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Could you plan a one way expedition for 5 travelers from Orio al Serio to Ibiza. We'll stay 3 days, need 3 hotel room(s), and our collective budget is  6200 USD",easy,[],"{'person_num': 5, 'budget': 6200, 'days': 3}","{'departure_city': 'Orio al Serio', 'arrival_city': ['Ibiza'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 3}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Looking for help planning a round trip jaunt from Beijing to Seoul. I'll stay 3 days, need 1 hotel room(s), and my budget is  900 USD",easy,[],"{'person_num': 1, 'budget': 900, 'days': 3}","{'departure_city': 'Beijing', 'arrival_city': ['Seoul'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'd like to organize a round trip journey from Paris to New York for 3 people. We'll stay 3 days, need 2 hotel room(s), and would prefer the total to stay below 900 USD",easy,[],"{'person_num': 3, 'budget': 900, 'days': 3}","{'departure_city': 'Paris', 'arrival_city': ['New York'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm keen on a one way voyage for 5 travelers from Guangzhou to Ho Chi Minh. We'll stay 3 days, need 3 hotel room(s), and our collective budget is  3600 USD",easy,[],"{'person_num': 5, 'budget': 3600, 'days': 3}","{'departure_city': 'Guangzhou', 'arrival_city': ['Ho Chi Minh'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 3}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm considering a round trip getaway for 1 travelers from West Midlands to Valletta. I'll stay 3 days, need 1 hotel room(s), and my collective budget is  400 USD",easy,[],"{'person_num': 1, 'budget': 400, 'days': 3}","{'departure_city': 'West Midlands', 'arrival_city': ['Valletta'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm hoping to book a one way trip for 3 travelers from Atlanta to Cancún. We'll stay 3 days, need 2 hotel room(s), and our collective budget is  1400 USD",easy,[],"{'person_num': 3, 'budget': 1400, 'days': 3}","{'departure_city': 'Atlanta', 'arrival_city': ['Cancún'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I am traveling from Shanghai to Taoyuan. I want to stay for 3 days and need 1 hotel room(s). Looking for a one way flight, ideally not over 2500 USD",easy,[],"{'person_num': 1, 'budget': 2500, 'days': 3}","{'departure_city': 'Shanghai', 'arrival_city': ['Taoyuan'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Looking for help planning a round trip jaunt from Tangier to Paris. We are 3 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is  900 USD",easy,[],"{'person_num': 3, 'budget': 900, 'days': 3}","{'departure_city': 'Tangier', 'arrival_city': ['Paris'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm thinking about a one way excursion from Singapore to Ho Chi Minh. We are 2 travelers and we'll stay 3 days, need 1 hotel room(s), and our collective budget is  1000 USD",easy,[],"{'person_num': 2, 'budget': 1000, 'days': 3}","{'departure_city': 'Singapore', 'arrival_city': ['Ho Chi Minh'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Seeking your help for a one way outing for 3 travelers from Abu Dhabi to Istanbul. We'll stay 3 days, need 2 hotel room(s), and our collective budget is  1800 USD",easy,[],"{'person_num': 3, 'budget': 1800, 'days': 3}","{'departure_city': 'Abu Dhabi', 'arrival_city': ['Istanbul'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I need advice on a round trip trek for 4 travelers from Shanghai to Helsinki. We'll stay 3 days, need 2 hotel room(s), and our collective budget is  9600 USD",easy,[],"{'person_num': 4, 'budget': 9600, 'days': 3}","{'departure_city': 'Shanghai', 'arrival_city': ['Helsinki'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
I am hoping to book a round trip ticket from Frankfurt am Main to Warsaw. Planning to spend 3 days and need 1 hotel room(s). Hoping not to exceed 2500 USD,easy,[],"{'person_num': 1, 'budget': 2500, 'days': 3}","{'departure_city': 'Frankfurt am Main', 'arrival_city': ['Warsaw'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
Could you help me set up a 3-day journey from Amsterdam to Tel Aviv? There will be 4 of us and we'd like 2 hotel room(s). one way flight preferred. We're aiming for a budget around  2100 USD,easy,[],"{'person_num': 4, 'budget': 2100, 'days': 3}","{'departure_city': 'Amsterdam', 'arrival_city': ['Tel Aviv'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Interested in a round trip journey for 1 travelers from Tampa to Toronto. I'll stay 3 days, need 1 hotel room(s), and my collective budget is  2600 USD",easy,[],"{'person_num': 1, 'budget': 2600, 'days': 3}","{'departure_city': 'Tampa', 'arrival_city': ['Toronto'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm dreaming of a one way escape from Macau to Seoul. We are 4 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is  3000 USD",easy,[],"{'person_num': 4, 'budget': 3000, 'days': 3}","{'departure_city': 'Macau', 'arrival_city': ['Seoul'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'm dreaming of a one way escape from Oslo to Alpes-Maritimes. We are 5 travelers and we'll stay 3 days, need 3 hotel room(s), and our collective budget is  3100 USD",easy,[],"{'person_num': 5, 'budget': 3100, 'days': 3}","{'departure_city': 'Oslo', 'arrival_city': ['Alpes-Maritimes'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 3}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Could you plan a round trip expedition for 5 travelers from Kaohsiung to Narita. We'll stay 3 days, need 3 hotel room(s), and our collective budget is  3400 USD",easy,[],"{'person_num': 5, 'budget': 3400, 'days': 3}","{'departure_city': 'Kaohsiung', 'arrival_city': ['Narita'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 3}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Help me set up a round trip itinerary for 5 travelers from Dublin to Venezia. We'll stay 3 days, need 3 hotel room(s), and our collective budget is  2100 USD",easy,[],"{'person_num': 5, 'budget': 2100, 'days': 3}","{'departure_city': 'Dublin', 'arrival_city': ['Venezia'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 3}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'd like to arrange a round trip holiday for 2 travelers from Velika Gorica to Frankfurt am Main. We'll stay 3 days, need 1 hotel room(s), and our collective budget is  5000 USD",easy,[],"{'person_num': 2, 'budget': 5000, 'days': 3}","{'departure_city': 'Velika Gorica', 'arrival_city': ['Frankfurt am Main'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Need guidance for a round trip expedition from Istanbul to Kuwait. We are 2 travelers and we'll stay 3 days, need 1 hotel room(s), and our collective budget is  1500 USD",easy,[],"{'person_num': 2, 'budget': 1500, 'days': 3}","{'departure_city': 'Istanbul', 'arrival_city': ['Kuwait'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 1}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"We are 4 travelers. I am traveling from Halifax to Newark. I want to stay for 3 days and need 2 hotel room(s). Looking for a round trip flight, ideally not over 1800 USD",easy,[],"{'person_num': 4, 'budget': 1800, 'days': 3}","{'departure_city': 'Halifax', 'arrival_city': ['Newark'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"I'd love to take a round trip journey for 3 travelers from Catania to Bouches-du-Rhône. We'll stay 3 days, need 2 hotel room(s), and our collective budget is  7900 USD",easy,[],"{'person_num': 3, 'budget': 7900, 'days': 3}","{'departure_city': 'Catania', 'arrival_city': ['Bouches-du-Rhône'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
"Eager to schedule a round trip getaway for 3 travelers from Helsinki to Prague. We'll stay 3 days, need 2 hotel room(s), and our collective budget is  7100 USD",easy,[],"{'person_num': 3, 'budget': 7100, 'days': 3}","{'departure_city': 'Helsinki', 'arrival_city': ['Prague'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': 2}",{'name': []},{'cities_count': 1},"{'implicit_keywords_count': 0, 'implicit_keyword': []}",,0.0,1
